scheme_name,amc_name,fund_manager,min_sip,min_lumpsum,expense_ratio,fund_size,fund_age,category,sub_category,rating,effective_return,sharpe,sortino,risk_level_score,risk_level,fund_score
Sundaram LT MC Tax Advantage Fund,Sundaram Mutual Fund,Rohit Seksaria,0,500,1.26,62.0,6,Equity,ELSS Mutual Funds,0,8.6,1.81,3.89,6,High,0.19525519152227208
Sundaram LT Tax Advantage Fund,Sundaram Mutual Fund,Rohit Seksaria,0,500,1.3,18.0,5,Equity,ELSS Mutual Funds,0,46.9,1.86,4.32,6,High,0.3927344351547073
Sundaram LT Tax Advantage Fund,Sundaram Mutual Fund,Rohit Seksaria,0,500,1.2,10.0,7,Equity,ELSS Mutual Funds,0,12.5,1.51,3.46,6,High,0.20277769019135441
Sundaram LT Tax Advantage Fund,Sundaram Mutual Fund,Rohit Seksaria,0,500,1.01,16.0,8,Equity,ELSS Mutual Funds,0,11.5,1.53,3.5,6,High,0.21050421601727878
Sundaram Medium Term Bond Fund,Sundaram Mutual Fund,Dwijendra Srivastava,250,5000,1.11,45.0,10,Debt,Medium Duration Funds,2,5.3,0.05,0.08,3,Medium,0.20315463480765103
Sundaram Mid Cap Fund,Sundaram Mutual Fund,S Bharath,100,100,1.04,7048.0,10,Equity,Mid Cap Mutual Funds,2,8.2,1.53,3.74,6,High,0.3173988405215395
Sundaram Money Market Fund,Sundaram Mutual Fund,Sandeep Agarwal,1000,1000,0.22,64.0,5,Debt,Money Market Funds,3,4.7,1.34,4.91,1,Low,0.3067215908667097
Sundaram Multi Cap Fund,Sundaram Mutual Fund,Sudhir Kedia,100,100,0.97,1795.0,10,Equity,Multi Cap Funds,3,11.0,1.48,3.06,6,High,0.360414479721313
Sundaram Multi Cap Fund,Sundaram Mutual Fund,Rohit Seksaria,0,5000,0.79,84.0,5,Equity,Multi Cap Funds,0,25.0,1.39,3.45,6,High,0.27169912180232164
Sundaram Multi Cap Fund,Sundaram Mutual Fund,Rohit Seksaria,0,5000,0.79,143.0,5,Equity,Multi Cap Funds,0,25.0,1.39,3.46,6,High,0.2744844813506397
Sundaram Nifty 100 Equal Weight Fund,Sundaram Mutual Fund,Rohit Seksaria,500,100,0.46,52.0,10,Other,Index Funds,2,8.2,1.27,2.51,6,High,0.2854964706140339
Sundaram Overnight Fund,Sundaram Mutual Fund,Sandeep Agarwal,1000,5000,0.07,1006.0,4,Debt,Overnight Mutual Funds,2,3.9,-0.05,-0.3,2,Low,0.18908014061823356
Sundaram Services Fund,Sundaram Mutual Fund,Rohit Seksaria,750,100,0.93,2272.0,5,Equity,Sectoral / Thematic Mutual Funds,0,31.3,1.6,3.44,6,High,0.3265446594485567
Sundaram Short Duration Fund,Sundaram Mutual Fund,Dwijendra Srivastava,2000,5000,0.28,200.0,10,Debt,Short Duration Funds,5,4.8,0.86,2.28,2,Low,0.38783721904282653
Sundaram Small Cap Fund,Sundaram Mutual Fund,Ravi Gopalakrishnan,250,100,1.01,1962.0,10,Equity,Small Cap Mutual Funds,2,9.3,1.88,3.47,6,High,0.3267713942967962
Sundaram Tax Savings Fund,Sundaram Mutual Fund,Sudhir Kedia,500,500,1.76,930.0,10,Equity,ELSS Mutual Funds,3,9.9,1.48,3.24,6,High,0.33707914013493573
Sundaram Ultra Short Duration Fund,Sundaram Mutual Fund,Sandeep Agarwal,2000,1000,0.17,1412.0,10,Debt,Ultra Short Duration Funds,3,4.5,1.85,4.75,3,Medium,0.37016696615987515
Tata Arbitrage Fund,Tata Mutual Fund,Sailesh Jain,150,5000,0.28,5925.0,4,Hybrid,Arbitrage Mutual Funds,5,5.0,1.36,1.97,1,Low,0.38431782278327237
Tata Balanced Advantage Fund,Tata Mutual Fund,RahulSingh,150,5000,0.28,6396.0,4,Hybrid,Dynamic Asset Allocation or Balanced Advantage,4,18.7,1.69,4.01,4,Medium,0.44092877374188955
Tata Banking & Financial Services Fund,Tata Mutual Fund,Sonam Udasi,150,5000,0.59,1272.0,7,Equity,Sectoral / Thematic Mutual Funds,4,12.6,1.0,2.2,6,High,0.3711035163809324
Tata Banking & PSU Debt Fund,Tata Mutual Fund,Amit Somani,150,5000,0.23,262.0,3,Debt,Banking and PSU Mutual Funds,3,6.9,0.89,1.68,2,Low,0.2737474139376745
Tata Digital India Fund,Tata Mutual Fund,Meeta Shetty,150,5000,0.31,6765.0,7,Equity,Sectoral / Thematic Mutual Funds,0,22.1,1.37,2.29,6,High,0.2888610554132448
Tata Equity P/E Fund,Tata Mutual Fund,Sonam Udasi,150,5000,0.91,5119.0,10,Equity,Value Funds,2,10.0,1.54,3.31,6,High,0.3257279404919096
Tata Equity Saving Fund,Tata Mutual Fund,Sailesh Jain,150,5000,0.12,142.0,10,Hybrid,Equity Savings Mutual Funds,3,7.5,1.54,3.37,4,Medium,0.3534083656242969
Tata Ethical Fund,Tata Mutual Fund,Abhinav Sharma,150,5000,0.94,1501.0,10,Equity,Sectoral / Thematic Mutual Funds,0,13.1,1.53,2.75,6,High,0.25146639271795657
Tata Flexi Cap Fund,Tata Mutual Fund,Sonam Udasi,150,5000,0.77,2096.0,5,Equity,Flexi Cap Funds,2,21.3,1.23,2.58,6,High,0.33787098441948316
Tata Floating Rate Fund,Tata Mutual Fund,Akhil Mittal,150,5000,0.3,225.0,2,Debt,Floater Mutual Funds,4,5.6,1.29,2.87,2,Low,0.3171640335677927
Tata Focused Equity Fund,Tata Mutual Fund,Meeta Shetty,150,5000,0.46,1212.0,3,Equity,Focused Funds,3,28.4,1.43,3.06,6,High,0.41573518073048127
Tata Gilt Securities Fund,Tata Mutual Fund,Akhil Mittal,150,5000,0.9,256.0,10,Debt,Gilt Mutual Funds,2,6.9,0.27,0.31,2,Low,0.23382597749480072
Tata Hybrid Equity Fund,Tata Mutual Fund,Chandraprakash Padiyar,150,5000,1.05,3166.0,10,Hybrid,Aggressive Hybrid Mutual Funds,3,10.5,1.47,3.25,6,High,0.3614056600715335
Tata India Consumer Fund,Tata Mutual Fund,Sonam Udasi,150,5000,0.91,1346.0,7,Equity,Sectoral / Thematic Mutual Funds,2,10.6,1.31,2.78,6,High,0.2921625434113207
Tata India Pharma & Healthcare Fund,Tata Mutual Fund,Meeta Shetty,150,5000,1.01,485.0,7,Equity,Sectoral / Thematic Mutual Funds,0,14.8,1.0,2.41,6,High,0.21229677635541855
Tata India Tax Savings Fund,Tata Mutual Fund,Tejas Gutka,500,500,0.76,3078.0,8,Equity,ELSS Mutual Funds,0,12.0,1.39,3.36,6,High,0.23885110588425257
Tata Infrastructure Fund,Tata Mutual Fund,Abhinav Sharma,150,5000,1.42,950.0,10,Equity,Sectoral / Thematic Mutual Funds,3,13.1,1.73,3.52,6,High,0.3711630489680029
Tata Large & Mid Cap Fund,Tata Mutual Fund,Chandraprakash Padiyar,150,5000,0.89,3680.0,10,Equity,Large & Mid Cap Funds,4,14.0,1.46,3.47,6,High,0.42355083270828275
Tata Large Cap Fund,Tata Mutual Fund,Amey Sathe,150,5000,1.24,1365.0,10,Equity,Large Cap Mutual Funds,2,11.3,1.35,3.05,6,High,0.31070198191964926
Tata Liquid Fund,Tata Mutual Fund,Amit Somani,150,5000,0.21,18212.0,10,Debt,Liquid Mutual Funds,3,5.3,0.93,4.25,2,Low,0.3516687211742071
Tata Mid Cap Growth Fund,Tata Mutual Fund,Satish Chandra Mishra,150,5000,0.98,1759.0,10,Equity,Mid Cap Mutual Funds,3,13.5,1.61,3.3,6,High,0.3796202304919138
Tata Money Market Fund,Tata Mutual Fund,Amit Somani,150,5000,0.17,8814.0,10,Debt,Money Market Funds,5,4.8,2.05,4.59,3,Medium,0.4668020601767087
Tata Nifty 50 Index Fund,Tata Mutual Fund,Sonam Udasi,150,5000,0.16,369.0,10,Other,Index Funds,3,12.0,1.31,3.45,6,High,0.36979449722523855
Tata Overnight Fund,Tata Mutual Fund,Amit Somani,1000,5000,0.09,3236.0,4,Debt,Overnight Mutual Funds,3,3.9,-0.3,-1.59,1,Low,0.21707176149350055
Tata Resources & Energy Fund,Tata Mutual Fund,Satish Chandra Mishra,150,5000,0.91,232.0,7,Equity,Sectoral / Thematic Mutual Funds,0,15.5,1.44,2.48,6,High,0.22946650620054523
Tata Retirement Savings Fund,Tata Mutual Fund,Murthy Nagarajan,150,5000,0.68,1557.0,10,Solution Oriented,Retirement Funds,3,9.4,1.12,2.23,6,High,0.342815226783283
Tata Retirement Savings Fund,Tata Mutual Fund,Murthy Nagarajan,150,5000,0.67,1259.0,10,Solution Oriented,Retirement Funds,2,11.3,1.26,2.6,6,High,0.31669152005003665
Tata Retirement Savings Fund,Tata Mutual Fund,Murthy Nagarajan,150,5000,0.97,166.0,10,Solution Oriented,Retirement Funds,2,7.1,1.19,2.45,4,Medium,0.2737119403061284
Tata S&P BSE Sensex Index Fund,Tata Mutual Fund,Sonam Udasi,150,5000,0.27,174.0,10,Other,Index Funds,4,12.8,1.26,3.2,6,High,0.40454082160132854
Tata Short Term Bond Fund,Tata Mutual Fund,Murthy Nagarajan,150,10000,0.37,2271.0,10,Debt,Short Duration Funds,3,5.8,0.99,1.88,2,Low,0.32481073497626367
Tata Small Cap Fund,Tata Mutual Fund,Chandraprakash Padiyar,150,5000,0.26,3300.0,4,Equity,Small Cap Mutual Funds,4,44.1,2.12,3.98,6,High,0.5853174436022109
Tata Treasury Advantage Fund,Tata Mutual Fund,Akhil Mittal,150,5000,0.3,2602.0,10,Debt,Low Duration Funds,3,5.2,1.58,2.98,2,Low,0.35256292298496394
Tata Ultra Short Term Fund,Tata Mutual Fund,Akhil Mittal,150,5000,0.25,1629.0,4,Debt,Ultra Short Duration Funds,4,5.1,2.03,4.14,2,Low,0.3769770270050513
Tata Young Citizens Fund,Tata Mutual Fund,Amey Sathe,500,500,1.8,257.0,10,Solution Oriented,Childrens Funds,0,10.3,1.46,2.85,6,High,0.20858934404826274
Taurus Banking & Financial Services-Direct Growth,Taurus Mutual Fund,Hardik Shah,1000,5000,1.66,8.91,10,Equity,Sectoral / Thematic Mutual Funds,4,11.9,0.93,2.12,6,High,0.33700120447878124
Taurus Discovery (Midcap) Fund,Taurus Mutual Fund,Hardik Shah,1000,5000,2.19,74.0,10,Equity,Mid Cap Mutual Funds,3,10.9,1.27,2.28,6,High,0.30663264146635005
Taurus Ethical Fund,Taurus Mutual Fund,Anuj Kapil,1000,5000,1.18,84.0,10,Equity,Sectoral / Thematic Mutual Funds,0,11.4,1.29,2.66,6,High,0.21429610345941683
Taurus Flexi Cap Fund,Taurus Mutual Fund,Ankit Tikmany,1000,5000,2.59,233.0,10,Equity,Flexi Cap Funds,1,5.4,1.02,1.69,6,High,0.18295511477125537
Taurus Infrastructure Fund,Taurus Mutual Fund,Neha Raichura,1000,5000,2.02,5.12,10,Equity,Sectoral / Thematic Mutual Funds,3,8.9,1.32,2.68,6,High,0.29148588916977525
Taurus Largecap Equity Fund,Taurus Mutual Fund,Ankit Tikmany,1000,5000,0.44,30.0,10,Equity,Large Cap Mutual Funds,1,7.6,0.94,1.64,6,High,0.22234911755010892
Taurus Nifty 50 Index Fund,Taurus Mutual Fund,Ramneek Kundra,1000,5000,0.44,2.38,10,Other,Index Funds,0,12.3,1.33,3.29,6,High,0.2214816407041769
Taurus Tax Shield – Direct Growth,Taurus Mutual Fund,Ramneek Kundra,500,500,1.73,59.0,10,Equity,ELSS Mutual Funds,3,10.6,1.47,2.62,6,High,0.32356844860961437
Templeton India Equity Income Fund,Franklin Templeton Mutual Fund,Anand Radhakrishnan,500,5000,1.3,1350.0,10,Equity,Dividend Yield Funds,0,14.5,2.26,3.87,6,High,0.2849624227498138
Templeton India Value Fund,Franklin Templeton Mutual Fund,Anand Radhakrishnan,500,5000,0.91,845.0,10,Equity,Value Funds,3,12.3,1.76,3.73,6,High,0.37782343178598343
TRUSTMF Banking & PSU Debt Fund,Trust Mutual Fund,Anand Nevatia,1000,1000,0.21,345.0,2,Debt,Banking and PSU Mutual Funds,2,3.0,1.29,2.87,3,Medium,0.22713574036549877
TRUSTMF Liquid Fund,Trust Mutual Fund,Anand Nevatia,1000,1000,0.1,205.0,2,Debt,Liquid Mutual Funds,2,5.6,1.29,2.87,2,Low,0.2405490760512209
TRUSTMF Short Term Fund,Trust Mutual Fund,Anand Nevatia,1000,1000,0.23,94.0,2,Debt,Short Duration Funds,2,4.2,1.29,2.87,2,Low,0.22655019826489103
Union Arbitrage Fund,Union Mutual Fund,Vishal Thakker,500,1000,0.44,72.0,4,Hybrid,Arbitrage Mutual Funds,3,4.4,0.63,0.98,1,Low,0.24324458949606625
Union Balanced Advantage Fund,Union Mutual Fund,Parijat Agrawal,500,1000,0.94,1679.0,5,Hybrid,Dynamic Asset Allocation or Balanced Advantage,3,10.2,1.36,4.24,3,Medium,0.3315359819048747
Union Corporate Bond Fund,Union Mutual Fund,Parijat Agrawal,1000,1000,0.45,390.0,5,Debt,Corporate Bond Mutual Funds,2,6.2,0.6,1.07,2,Low,0.22656758707450442
Union Dynamic Bond Fund,Union Mutual Fund,Parijat Agrawal,1000,1000,1.29,92.0,10,Debt,Dynamic Bond,1,6.0,0.04,0.05,3,Medium,0.16611936186013057
Union Equity Savings Fund,Union Mutual Fund,Sanjay Bembalkar,500,1000,1.47,133.0,5,Hybrid,Equity Savings Mutual Funds,2,10.8,1.17,3.0,3,Medium,0.25777984226616696
Union Flexi Cap Fund,Union Mutual Fund,Sanjay Bembalkar,500,1000,1.06,1337.0,10,Equity,Flexi Cap Funds,4,12.9,1.43,3.37,6,High,0.407645127356607
Union Focused Fund,Union Mutual Fund,Hardick Bora,500,1000,1.57,317.0,4,Equity,Focused Funds,4,26.2,1.44,3.33,6,High,0.42475293603404907
Union Large & Midcap Fund,Union Mutual Fund,Sanjay Bembalkar,500,1000,1.2,396.0,3,Equity,Large & Mid Cap Funds,3,27.6,1.42,2.94,6,High,0.3902795908252097
Union Largecap Fund,Union Mutual Fund,Hardick Bora,1000,1000,1.8,230.0,6,Equity,Large Cap Mutual Funds,2,9.9,1.24,3.13,6,High,0.2548297929853207
Union Liquid Fund,Union Mutual Fund,Devesh Thacker,2000,5000,0.07,1688.0,10,Debt,Liquid Mutual Funds,4,4.6,1.0,5.48,2,Low,0.3894178599325645
Union Long Term Equity Fund,Union Mutual Fund,Sanjay Bembalkar,500,500,1.62,573.0,10,Equity,ELSS Mutual Funds,4,12.8,1.49,3.97,6,High,0.39827024686827844
Union Medium Duration Fund,Union Mutual Fund,Parijat Agrawal,500,1000,0.64,170.0,3,Debt,Medium Duration Funds,2,2.3,1.29,2.87,3,Medium,0.21770764898757194
Union Money Market Fund,Union Mutual Fund,Parijat Agrawal,2000,5000,0.24,144.0,2,Debt,Money Market Funds,3,5.4,1.29,2.87,2,Low,0.27496931189597784
Union Overnight Fund,Union Mutual Fund,Devesh Thacker,2000,5000,0.08,158.0,4,Debt,Overnight Mutual Funds,3,3.9,-0.04,-0.18,1,Low,0.22060953021352903
Union Small Cap Fund,Union Mutual Fund,Hardick Bora,500,1000,1.35,710.0,9,Equity,Small Cap Mutual Funds,3,12.8,1.77,3.63,6,High,0.36511387726836403
Union Value Discovery Fund,Union Mutual Fund,Sanjay Bembalkar,500,1000,1.59,144.0,4,Equity,Value Funds,3,29.7,1.43,4.01,6,High,0.40263583322225094
UTI-Arbitrage Fund,UTI Mutual Fund,Rajeev Gupta,500,5000,0.34,3532.0,10,Hybrid,Arbitrage Mutual Funds,3,5.5,1.11,1.45,1,Low,0.3285484955393058
UTI-Banking & PSU Debt Fund,UTI Mutual Fund,Anurag Mittal,500,500,0.24,524.0,9,Debt,Banking and PSU Mutual Funds,1,5.6,0.94,3.32,3,Medium,0.24214721176178597
UTI-Banking and Financial Services Fund,UTI Mutual Fund,Amit Premchandani,500,5000,1.39,824.0,10,Equity,Sectoral / Thematic Mutual Funds,1,6.7,0.98,2.17,6,High,0.21832740655874847
UTI-Bond Fund,UTI Mutual Fund,Amandeep Chopra,500,500,1.29,285.0,10,Debt,Medium to Long Duration Funds,5,4.4,0.96,3.55,3,Medium,0.37862686642716625
UTI-CCF Investment Plan – Direct Growth,UTI Mutual Fund,Vetri Subramaniam,500,1000,1.52,685.0,10,Solution Oriented,Childrens Funds,0,10.1,0.95,3.0,6,High,0.20106749396624563
UTI-Core Equity Fund,UTI Mutual Fund,V Srivatsa,500,5000,1.68,1506.0,10,Equity,Large & Mid Cap Funds,2,10.2,1.58,3.56,6,High,0.3079089398392534
UTI-Corporate Bond Fund,UTI Mutual Fund,Anurag Mittal,500,500,0.23,3092.0,5,Debt,Corporate Bond Mutual Funds,3,6.5,0.89,1.7,2,Low,0.2975818872379535
UTI-Credit Risk Fund,UTI Mutual Fund,Ritesh Nambiar,500,500,0.81,438.0,10,Debt,Credit Risk Funds,4,-0.9,0.41,0.68,4,Medium,0.2826924890280478
UTI-Dividend Yield Fund,UTI Mutual Fund,Swati Kulkarni,500,5000,1.45,2786.0,10,Equity,Dividend Yield Funds,0,11.3,1.41,2.93,6,High,0.23201497198787097
UTI-Dynamic Bond Fund,UTI Mutual Fund,Sudhir Agrawal,500,500,0.81,469.0,10,Debt,Dynamic Bond,3,6.3,0.96,4.4,3,Medium,0.3264071253516572
UTI-Equity Savings Fund,UTI Mutual Fund,V Srivatsa,0,5000,0.68,257.0,5,Hybrid,Equity Savings Mutual Funds,4,14.7,1.75,4.06,3,Medium,0.4047099644235308
UTI-Flexi Cap Fund,UTI Mutual Fund,Ajay Tyagi,500,5000,0.9,23944.0,10,Equity,Flexi Cap Funds,4,12.2,1.14,2.36,6,High,0.40415133833600814
UTI-Floater Fund,UTI Mutual Fund,Sudhir Agrawal,500,500,0.35,1637.0,4,Debt,Floater Mutual Funds,3,5.9,1.45,3.07,2,Low,0.31147014070195794
UTI-Gilt Fund,UTI Mutual Fund,Sudhir Agrawal,500,500,0.67,517.0,10,Debt,Gilt Mutual Funds,3,7.3,0.38,0.55,3,Medium,0.2896212608326351
UTI-Healthcare Fund,UTI Mutual Fund,V Srivatsa,500,5000,1.47,655.0,10,Equity,Sectoral / Thematic Mutual Funds,0,12.0,0.91,1.99,6,High,0.20188914532068009
UTI-Hybrid Equity Fund,UTI Mutual Fund,V Srivatsa,500,1000,1.34,4286.0,10,Hybrid,Aggressive Hybrid Mutual Funds,3,9.8,1.69,3.63,6,High,0.36378205131575264
UTI-India Consumer Fund,UTI Mutual Fund,Vishal Chopda,500,5000,1.8,436.0,10,Equity,Sectoral / Thematic Mutual Funds,1,8.4,1.09,2.29,6,High,0.22518613766904014
UTI-Infrastructure Fund,UTI Mutual Fund,Sachin Trivedi,500,5000,1.92,1445.0,10,Equity,Sectoral / Thematic Mutual Funds,2,9.4,1.38,2.9,6,High,0.2870350902102838
UTI-Liquid – Cash Plan – Direct Growth,UTI Mutual Fund,Amandeep Chopra,0,500,0.14,31463.0,10,Debt,Liquid Mutual Funds,4,5.3,0.98,4.83,2,Low,0.40161719818201946
UTI-Long Term Equity Fund,UTI Mutual Fund,Vetri Subramaniam,500,500,0.95,2797.0,10,Equity,ELSS Mutual Funds,3,10.9,1.31,2.98,6,High,0.35591498623262585
UTI-Mastershare – Direct Growth,UTI Mutual Fund,Karthikraj Lakshmanan,500,100,0.97,10312.0,10,Equity,Large Cap Mutual Funds,4,11.5,1.29,3.28,6,High,0.4069575281805332
UTI-Medium Term Fund,UTI Mutual Fund,Sunil Patil,500,500,1.0,54.0,8,Debt,Medium Duration Funds,2,4.6,0.35,0.47,3,Medium,0.20291874375747257
UTI-Mid Cap Fund,UTI Mutual Fund,Ankit Agarwal,500,5000,0.99,7077.0,10,Equity,Mid Cap Mutual Funds,3,11.4,1.65,3.49,6,High,0.3778126150919585
UTI-MNC Fund,UTI Mutual Fund,Swati Kulkarni,500,5000,1.24,2366.0,10,Equity,Sectoral / Thematic Mutual Funds,0,7.9,1.14,2.91,6,High,0.2086379225263259
UTI-Money Market Fund,UTI Mutual Fund,Amit Sharma,500,500,0.2,7897.0,10,Debt,Money Market Funds,4,6.2,1.98,5.01,3,Medium,0.43370483965242096
UTI-Multi Asset Fund,UTI Mutual Fund,Sharwan Kumar Goyal,500,5000,1.04,860.0,10,Hybrid,Multi Asset Allocation Mutual Funds,2,7.5,1.28,2.87,6,High,0.29061686344150334
UTI-Nifty 50 Index Fund,UTI Mutual Fund,Sharwan Kumar Goyal,500,5000,0.2,9475.0,10,Other,Index Funds,3,12.0,1.31,3.49,6,High,0.38582884323291183
UTI-Nifty Next 50 Index Fund,UTI Mutual Fund,Sharwan Kumar Goyal,0,5000,0.33,1926.0,5,Other,Index Funds,2,22.2,0.97,1.71,6,High,0.33394265377204124
UTI-Overnight Fund,UTI Mutual Fund,Amit Sharma,500,500,0.07,5600.0,10,Debt,Overnight Mutual Funds,3,4.6,0.02,0.12,1,Low,0.2845141178618316
UTI-Regular Savings Fund,UTI Mutual Fund,Amandeep Chopra,500,5000,1.2,1544.0,10,Hybrid,Conservative Hybrid Mutual Funds,3,7.2,1.7,4.07,4,Medium,0.3536476695650461
UTI-Retirement Benefit Pension Plan – Direct,UTI Mutual Fund,Sunil Patil,500,500,1.05,3687.0,10,Solution Oriented,Retirement Funds,0,7.5,1.88,3.59,5,High,0.2450193981782726
UTI-Short Term Income Fund,UTI Mutual Fund,Sudhir Agrawal,500,500,0.33,2269.0,10,Debt,Short Duration Funds,5,5.4,1.33,4.4,3,Medium,0.43307252477150027
UTI-Transportation & Logistics Fund,UTI Mutual Fund,Sachin Trivedi,500,5000,1.03,1908.0,10,Equity,Sectoral / Thematic Mutual Funds,0,5.1,1.57,3.56,6,High,0.21326647556128248
UTI-Treasury Advantage Fund,UTI Mutual Fund,Anurag Mittal,500,500,0.33,2565.0,10,Debt,Low Duration Funds,5,4.8,1.14,6.28,2,Low,0.4374989080686271
UTI-Ultra Short Term Fund,UTI Mutual Fund,Ritesh Nambiar,500,500,0.44,2130.0,10,Debt,Ultra Short Duration Funds,5,5.7,1.3,7.6,3,Medium,0.45423216463265936
UTI-Unit Linked Insurance Plan – Direct,UTI Mutual Fund,Amandeep Chopra,500,15000,0.96,5068.0,10,Hybrid,Dynamic Asset Allocation or Balanced Advantage,0,6.2,1.29,2.47,4,Medium,0.21308552728461097
UTI-Value Opportunities Fund,UTI Mutual Fund,Vetri Subramaniam,500,5000,1.16,6740.0,10,Equity,Value Funds,4,12.2,1.48,3.21,6,High,0.4110537851842328
WhiteOak Capital Liquid Fund,WhiteOak Capital Mutual Fund,Piyush Baranwal,500,500,0.26,197.0,4,Debt,Liquid Mutual Funds,1,3.8,-0.07,-0.42,1,Low,0.13483772596674684
WhiteOak Capital Overnight Fund,WhiteOak Capital Mutual Fund,Piyush Baranwal,500,500,0.22,14.0,4,Debt,Overnight Mutual Funds,1,13.3,-0.07,-0.42,1,Low,0.17334000552369103
WhiteOak Capital Ultra Short Term Fund,WhiteOak Capital Mutual Fund,Piyush Baranwal,500,500,0.33,141.0,4,Debt,Ultra Short Duration Funds,2,4.5,0.8,2.81,1,Low,0.22813533531261326
